Region,Gender_of _Victims,Driver_Edu_Level,Driver_Experience,Cars_Service_Years,Vehicle_Types,Vehicles _Owner,Places_of_Accident_ Occurred,Road_Type,Placement_of_ the _Road,RoadConn,RoadSurfaceType,RoadChar,WeatherCond,vehicledefects,AccSeverity
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and Very slopinng,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
SNNP,Male,11_12,5_10years,5_10years,Minibus up to 12 seats,Private,Close to Work Place,Two Way,Straight and up and down,T Intersection,Good Asphalt,Dry,Good Weather,No Defect,Serious Injury
